Tipo,X,Y,Z
Suelo,-59.115005,-2.7929905e-06,-78.324326
Suelo,-56.865585,-3.829639e-07,31.475534
Suelo,-59.813957,-2.008098e-06,-1.9759253
Suelo,-91.440674,-1.9102886e-06,-50.263424
Suelo,35.307987,-3.8693838e-07,63.74894
Suelo,19.111963,-1.1947786e-06,87.420135
Suelo,-66.00847,5.221823e-07,-43.53671
Suelo,-83.93923,8.692223e-08,60.834366
Suelo,-21.656832,1.7259572e-06,58.77588
Suelo,9.191527,2.1630121e-06,44.637657
Suelo,38.3944,2.339826e-06,-57.536465
Suelo,-80.14368,5.695865e-07,-86.17823
Suelo,82.21971,3.931284e-07,-88.62742
Suelo,21.437923,1.054545e-06,11.895216
Suelo,-44.771786,2.4861845e-06,81.470795
Suelo,-19.67251,-3.610744e-07,-40.76409
Suelo,46.779327,1.0848307e-06,36.63803
Suelo,-56.77167,4.7471076e-08,63.016228
Suelo,-39.926003,-1.5888404e-06,-52.980076
Suelo,-88.742455,1.5699031e-06,43.927586
Suelo,29.472057,-2.5145168e-06,56.926735
Suelo,-89.35908,1.2760768e-06,28.558203
Suelo,-11.764471,2.1464882e-07,85.29275
Suelo,-87.41462,-1.6278454e-07,-76.481544
Suelo,11.873795,3.6778147e-08,-68.93953
Suelo,16.548843,6.429823e-07,-64.04605
Suelo,-11.302503,6.9560883e-07,-38.23587
Suelo,14.6099825,-4.6303467e-07,56.75085
Suelo,29.770819,-2.0503685e-06,-44.295826
Suelo,13.399039,2.1175965e-06,57.51385
Suelo,78.40858,1.1689435e-06,-97.86003
Suelo,-26.456049,-2.1285496e-07,75.161606
Suelo,-38.747814,-1.0637377e-06,-76.16026
Suelo,-8.2659445,1.6707515e-06,33.782303
Suelo,-22.83265,2.5330257e-06,98.66201
Suelo,-78.28473,2.410105e-06,18.703022
Suelo,-5.1546216,1.6543715e-06,27.341295
Suelo,-3.2625914,-3.353125e-07,-12.939905
Suelo,60.627098,-3.0928595e-07,90.459206
Suelo,9.773713,-1.6530723e-06,19.03852
Suelo,10.275712,-4.4961598e-07,98.464554
Suelo,-66.296616,-1.963228e-06,74.328094
Suelo,-51.855648,1.3056415e-06,1.0382113
Suelo,-97.33313,7.6791775e-07,22.066198
Suelo,52.423897,-4.780659e-07,21.109732
Suelo,-72.52895,-2.6060206e-07,-42.681805
Suelo,-50.661354,-2.7076526e-06,11.687223
Suelo,-9.511033,1.5075327e-06,14.544918
Suelo,41.382603,-1.2881701e-06,-1.6688454
Suelo,-95.12966,-3.861379e-07,22.237675
Suelo,-46.71741,-6.8220265e-07,-58.16865
Suelo,-0.49745804,1.4607413e-06,2.889493
Suelo,-44.457462,-2.1785036e-06,52.165504
Suelo,-72.321915,1.982203e-06,-74.82041
Suelo,45.65838,-3.2422777e-06,52.821156
Suelo,-68.81603,9.324174e-07,72.231125
Suelo,69.17271,4.5267313e-07,-3.092187
Suelo,22.602146,1.1552511e-06,19.364573
Suelo,-30.297426,-1.4827256e-06,-32.55443
Suelo,-29.85722,1.1464681e-06,-69.842995
Suelo,32.951946,-1.9269946e-06,-19.248983
Suelo,-3.1847463,2.2339486e-07,33.333435
Suelo,-22.066885,2.3709736e-06,52.690853
Suelo,-68.94927,3.920589e-06,78.71167
Suelo,7.911285,6.313239e-07,-85.12469
Suelo,31.105518,1.8300962e-06,83.133095
Suelo,45.192207,8.799875e-07,-64.80542
Suelo,46.094566,3.438819e-06,66.71391
Suelo,-21.272476,1.3099659e-06,-20.498718
Suelo,52.098114,-1.1750619e-06,-49.6259
Suelo,9.739029,-7.446938e-07,16.786589
Suelo,-75.78845,6.892733e-07,-84.59091
Suelo,-60.294594,1.530351e-07,-76.08041
Suelo,-84.76979,-6.866453e-07,47.444202
Suelo,21.15644,3.3207925e-09,-61.86711
Suelo,21.310076,9.206633e-07,29.026756
Suelo,23.384779,-4.5150373e-06,-80.61714
Suelo,-6.7178793,1.2133121e-06,97.689285
Suelo,45.0384,-1.0191734e-06,85.41857
Suelo,43.439247,8.490315e-08,-37.059578
Suelo,-60.449665,1.5493788e-07,54.621277
Suelo,-89.632645,5.250083e-07,43.880524
Suelo,-63.873646,3.2057221e-06,-34.058006
Suelo,7.902872,3.4275904e-06,-16.41455
Suelo,-96.93101,-1.64935e-06,-57.075798
Suelo,33.433723,8.285533e-07,46.20447
Suelo,41.12008,-1.2331307e-06,39.856632
Suelo,-59.806683,-5.825693e-07,-61.698082
Suelo,9.036798,1.7201e-07,-82.56907
Suelo,-14.11328,-6.43422e-08,40.454548
Suelo,-19.263277,1.4718462e-06,24.610748
Suelo,-45.449673,-1.0458073e-06,-23.702734
Suelo,4.2317476,-6.414057e-07,90.60663
Suelo,79.78106,1.6059339e-06,-77.47569
Suelo,45.07781,-1.951365e-06,-64.83564
Suelo,-39.549328,-2.198687e-06,-34.77781
Suelo,-27.249992,2.128159e-06,-79.09467
Suelo,-3.4459782,1.1616012e-06,-8.037951
Suelo,3.2016246,1.6963306e-06,-91.309395
Suelo,49.855743,-7.843305e-07,-48.187492
Suelo,-75.45549,-1.5983042e-06,-35.743492
Suelo,-83.99901,-8.826446e-07,-19.752653
Suelo,20.993317,1.0129879e-06,34.260838
Suelo,-74.270775,1.9300364e-07,21.38854
Suelo,-97.74221,-9.1542984e-07,-41.643166
Suelo,90.170456,-1.8758071e-06,-26.317438
Suelo,-55.431286,1.6824606e-07,-98.32202
Suelo,-89.4908,-1.3031117e-06,5.1040645
Suelo,-55.826252,3.3874828e-06,-83.56565
Suelo,-56.594833,-1.0125887e-06,5.6684427
Suelo,57.094,-3.1534983e-06,42.240765
Suelo,-24.357264,-4.84813e-07,9.896653
Suelo,-32.73258,2.3876464e-06,23.046865
Suelo,-2.2164571,-3.9431325e-07,-73.40168
Suelo,-43.669415,-5.016818e-07,4.4622355
Suelo,-23.588724,-9.0140315e-07,-8.944123
Suelo,-76.21469,8.7418334e-07,17.19987
Suelo,-19.596869,2.7573305e-06,27.850418
Suelo,39.29288,2.095021e-06,16.3086
Suelo,-74.642166,-1.7426332e-06,-32.212708
Suelo,-90.4838,-2.9081036e-06,-41.959404
Suelo,-0.2604968,1.0708072e-06,88.168625
Suelo,22.338411,6.2327445e-07,18.106464
Suelo,-45.72308,3.6512592e-06,-55.118248
Suelo,-62.35766,-1.4816555e-06,-56.044624
Suelo,-63.85725,-5.962936e-07,78.93353
Suelo,51.97856,1.3724114e-06,-90.40144
Suelo,47.90912,-1.496473e-06,76.88002
Suelo,-39.960552,-6.9057637e-07,1.1313889
Suelo,-76.371994,2.648464e-06,8.814842
Suelo,79.048134,3.109657e-06,-91.20281
Suelo,48.84372,-1.809658e-07,18.583069
Suelo,-50.963703,-1.1181387e-06,-76.443405
Suelo,-91.249886,-6.231303e-07,18.874748
Suelo,13.649098,4.764708e-06,-80.45964
Suelo,-63.470085,2.2738213e-06,-14.659128
Suelo,-11.923196,9.979551e-07,55.77322
Suelo,-50.33325,1.0815427e-07,41.71483
Suelo,68.78551,1.3724953e-06,-9.726733
Suelo,-79.079346,1.6908493e-06,-89.48184
Suelo,14.190855,2.459533e-07,-28.65951
Suelo,13.674332,-6.9092494e-07,-41.071007
Suelo,-87.14157,-2.263358e-06,-56.955997
Suelo,36.610527,4.522626e-07,-94.530914
Suelo,41.250435,-1.4859345e-06,-2.8683717
Suelo,-76.68979,-2.1741362e-06,14.194383
Suelo,60.750072,1.4510215e-06,50.37814
Suelo,3.1984553,5.695788e-07,6.5845423
Suelo,43.131004,1.983752e-06,-33.802917
Suelo,69.046,2.2988916e-06,90.56308
Suelo,13.331032,-1.8541705e-06,-94.90724
Suelo,-36.358414,3.8465323e-06,-12.154364
Suelo,20.529242,3.697176e-06,86.89456
Suelo,-39.11171,7.088438e-07,-72.325005
Suelo,27.384275,8.120735e-07,25.786629
Suelo,-4.222599,1.58942e-06,-96.481224
Suelo,-46.217224,1.001913e-07,80.093925
Suelo,0.7446034,2.5066674e-06,-9.072091
Suelo,-73.74343,-3.5182784e-06,23.531172
Suelo,-11.165087,-1.4949819e-06,5.993851
Suelo,-86.356285,-1.4392417e-06,-78.44877
Suelo,-76.71815,-2.8685117e-06,-62.687252
Suelo,-38.955467,8.072608e-07,51.788567
Suelo,58.151665,-5.5701094e-07,-0.14001878
Suelo,-76.06566,-1.4304833e-06,-47.483288
Suelo,4.790433,-1.16429874e-07,-29.45861
Suelo,52.131477,7.598428e-07,93.76681
Suelo,-7.188791,1.6683155e-06,12.228114
Suelo,-28.146463,1.7244411e-06,65.13708
Suelo,-13.606698,2.4444594e-06,61.058464
Suelo,26.35865,5.3252734e-08,-8.799893
Suelo,-21.997992,7.236099e-08,34.01738
Suelo,-24.185926,5.4823784e-07,-8.813445
Suelo,-71.03989,2.2904896e-07,-33.987774
Suelo,-20.894117,4.4312274e-06,-56.373764
Suelo,-82.50444,2.038716e-06,90.65401
Suelo,-35.573616,-4.1258e-06,52.306725
Suelo,-32.25945,1.7902858e-06,66.05739
Suelo,17.349522,1.3322269e-06,68.36901
Suelo,-21.203165,1.1399761e-06,49.12243
Suelo,-10.954592,-8.1499365e-08,23.272873
Suelo,44.25959,-2.3321245e-06,95.358284
Suelo,34.97548,-3.4678696e-06,86.49083
Suelo,-52.554512,-3.523443e-06,-74.81111
Suelo,-15.254697,2.344753e-06,23.267475
Suelo,-86.65757,-9.944779e-08,87.63272
Suelo,-91.45711,-1.1693273e-06,-96.33394
Suelo,-56.761734,-3.4089855e-06,-76.33436
Suelo,-77.40287,7.619997e-07,69.81887
Suelo,64.21458,-1.5599508e-06,77.44284
Suelo,79.538025,-3.776012e-06,25.636465
Suelo,-6.5534945,3.4545155e-07,-25.717762
Suelo,-77.20565,-2.8057723e-06,62.431194
Suelo,-51.66526,1.1969098e-06,83.617325
Suelo,48.145554,-4.3990585e-06,87.235634
Suelo,-94.22755,-4.1615795e-07,98.16939
Suelo,71.28181,2.4338108e-06,-80.22399
Suelo,-80.272,-1.9498134e-07,-5.476068
Suelo,68.561195,2.3109242e-06,54.01335
Suelo,64.05365,-4.4199624e-08,-29.195051
Suelo,-51.242428,-1.6840108e-06,-36.34293
Suelo,-45.291626,2.5633547e-06,-12.843577
Suelo,-90.43843,-1.3399062e-07,83.916245
Suelo,72.05579,2.3461685e-06,-39.979183
Suelo,28.349844,-1.0528179e-06,-49.637753
Suelo,-79.60177,1.195946e-06,25.365591
Suelo,-38.37606,2.4376027e-07,73.22108
Suelo,38.602604,1.6515514e-08,2.5961423
Suelo,65.14638,-2.1583319e-06,-96.11057
Suelo,-85.52029,-1.0316253e-06,45.37572
Suelo,-6.1324515,5.1168536e-07,98.60639
Suelo,-4.200982,-1.0982486e-06,82.118164
Suelo,24.745626,-1.3007957e-06,13.064246
Suelo,70.81339,5.964622e-07,74.371544
Suelo,-77.96763,8.098996e-07,31.10062
Suelo,-17.33016,-1.670121e-06,-94.18727
Suelo,-74.24932,-1.3492131e-06,-89.680374
Suelo,-71.5189,-2.5106565e-06,-8.731431
Suelo,47.67992,3.5664561e-07,-87.6425
Suelo,65.55427,-2.4759374e-06,63.531776
Suelo,54.446312,1.7289799e-06,0.9722845
Suelo,-45.50442,3.0469664e-06,92.6743
Suelo,-44.323505,2.2516615e-06,86.949615
Suelo,-94.453735,-6.740231e-07,-75.02666
Suelo,-69.531166,8.84098e-07,63.62478
Suelo,-63.17574,7.623553e-07,34.377983
Suelo,81.672295,8.0419704e-07,36.47357
Suelo,-55.33206,6.262255e-07,-54.156166
Suelo,-38.709183,1.4195571e-06,15.971382
Suelo,-62.36105,9.90203e-07,-55.767307
Suelo,45.508244,-1.1038355e-06,-0.45924398
Suelo,-65.7363,4.0228497e-07,19.341938
Suelo,-66.38692,-2.0705515e-06,-33.023357
Suelo,-6.71408,-3.7855652e-06,-81.76656
Suelo,-41.404644,-2.9201738e-07,13.5711975
Suelo,45.84437,1.94341e-06,12.471724
Suelo,-14.164238,-1.5999631e-06,39.379246
Suelo,-7.9002247,1.3612225e-07,37.48887
Suelo,36.156525,3.2563157e-06,90.77881
Suelo,27.031818,1.2305404e-06,26.09112
Suelo,50.946243,4.584499e-07,-26.491093
Suelo,-30.764174,-1.3300526e-06,6.6165347
Suelo,63.25301,-3.6019105e-07,-11.995114
Suelo,20.346806,-4.972662e-07,60.000328
Suelo,-95.047714,-7.4924856e-07,-3.0112145
Suelo,17.732082,-5.6066415e-07,11.218994
Suelo,-53.909058,1.8635365e-06,-73.462975
Suelo,35.364613,1.5583357e-06,45.290028
Suelo,-3.0378563,-1.6897241e-06,-20.497816
Suelo,-78.93313,1.8001483e-06,-16.928812
Suelo,68.61601,-6.846849e-07,-22.627583
